input,output,metadata
"•resultado: expresa los valores como una distribuci ón de
probabilidad.
si consigo hacer que las caracter ´ısticas se distribuyan en el
espacio latente, puedo cambiar el g énero de una imagen pero
que siga manteniendo su significado.
por ejemplo, en la figura 5 se pudo interpolar el espacio que
fig. 5. espacios entre clases.
hay entre 2 distintas clases(se pudo ver que hay entre ellas).
lo que hacemos con el encoder es que tratamos de obtener
la media y la desviaci ón est ándar para cada una de las clases
que le ingresan al modelo, para que a partir de esa entrada
se puede hacer una parametrizaci ón para poder obtener un
espacio continuo.
para eso usamos 2 funciones una para comparar si la imagen
reconstruida se parece a la original y otra para comparar las
distribuciones obtenidas.",,"{""semana"": 13, ""fecha"": ""2026-05-19"", ""nombre_archivo"": ""13_SEMANA_AI_20260519_1.pdf"", ""autor"": ""Fabricio Mena Mejía"", ""tema_principal"": ""I. COMENTARIOS SOBRE ELPROYECTO1"", ""secciones"": ""I. COMENTARIOS SOBRE ELPROYECTO1, II. EVALUACIONES, III. REPASO, C. Latent Space (Cuello de Botella), D. Decoder"", ""chunk_numero"": 16, ""total_chunks"": 25}"
"para eso usamos 2 funciones una para comparar si la imagen
reconstruida se parece a la original y otra para comparar las
distribuciones obtenidas.
donde los resultados que difieran mas de la normal van a ser
penalizados.
proceso:
•codificador produce 2 vectores para hacer la distribuci ón:
–la representacion deµ.
–la representacion deσestandar.
•reparametrizacion:
–se toman muestras deµyσpara producir el vector
latente.
[pagina 4]
•se toma al vector latente y se alimenta el decoder.
•loss:
–disminuir la suma de bce y kullback-leibler di-
vergence (kld).
a partir de binarycrossentropy se optimiza la funci ón de loss
y la calidad de reconstrucci ón de la imagen.
v. materianueva: u-net
se propuso para hacer segmentaci ón de im ágenes en el",,"{""semana"": 13, ""fecha"": ""2026-05-19"", ""nombre_archivo"": ""13_SEMANA_AI_20260519_1.pdf"", ""autor"": ""Fabricio Mena Mejía"", ""tema_principal"": ""I. COMENTARIOS SOBRE ELPROYECTO1"", ""secciones"": ""I. COMENTARIOS SOBRE ELPROYECTO1, II. EVALUACIONES, III. REPASO, C. Latent Space (Cuello de Botella), D. Decoder"", ""chunk_numero"": 17, ""total_chunks"": 25}"
"y la calidad de reconstrucci ón de la imagen.
v. materianueva: u-net
se propuso para hacer segmentaci ón de im ágenes en el
dominio biom édico, deb ´ıa de hacer m áscaras de imagenes
para detectar c élulas; lo m ás importante es la arquitectura
propuesta.
tengo encoder y decoder como la arquitectura m ás vainilla:
fig. 6. arquitectura de u-net.
el upsampling que se aplica es de 512 pero dice 1024, pero
ese proceso que se usa es el de hacer un skip-connection,
hacemos el mismo proceso de atoencoding, pero por cada
capa se tiene un skip-connection a cada capa que se tenia
del encoder, esto permite preservar la informaci ón original.
en u-net se producen las distintas mascaras para poder analizar
la informaci ón que se desea de la imagen. lo interesante de",,"{""semana"": 13, ""fecha"": ""2026-05-19"", ""nombre_archivo"": ""13_SEMANA_AI_20260519_1.pdf"", ""autor"": ""Fabricio Mena Mejía"", ""tema_principal"": ""I. COMENTARIOS SOBRE ELPROYECTO1"", ""secciones"": ""I. COMENTARIOS SOBRE ELPROYECTO1, II. EVALUACIONES, III. REPASO, C. Latent Space (Cuello de Botella), D. Decoder"", ""chunk_numero"": 18, ""total_chunks"": 25}"
"en u-net se producen las distintas mascaras para poder analizar
la informaci ón que se desea de la imagen. lo interesante de
esta arquitectura es que hace uso de skip-connections para
preservar mayor fidelidad.
la diferencia entre skip-connections y u-net es que en el
primero se hace una sumatorio y en el segundo se hace una
concatenación.
a. skip connections
sugiere que la salida de una capa anterior alimente la salida
de una capa como la entrada de las siguientes capas.
resuelve el problema de degradaci ón.
vi. tarea3
se anuncia tarea 3 en grupos. vamos a empezar con los
primeros pasos con ia generativa, vamos a comenzar con
autoencoders para generar im ágenes, no es tan pesada as ´ı
que se puede usar collab ya que es con fines acad émicos,",,"{""semana"": 13, ""fecha"": ""2026-05-19"", ""nombre_archivo"": ""13_SEMANA_AI_20260519_1.pdf"", ""autor"": ""Fabricio Mena Mejía"", ""tema_principal"": ""I. COMENTARIOS SOBRE ELPROYECTO1"", ""secciones"": ""I. COMENTARIOS SOBRE ELPROYECTO1, II. EVALUACIONES, III. REPASO, C. Latent Space (Cuello de Botella), D. Decoder"", ""chunk_numero"": 19, ""total_chunks"": 25}"
"autoencoders para generar im ágenes, no es tan pesada as ´ı
que se puede usar collab ya que es con fines acad émicos,
son arquitecturas peque ñas, pero vamos a comenzar a usar
herramientas del framework de desarrollo de modelos de ia.
fig. 7. skip connections.
1) la idea es darle m ás uso a pytorch lightning, que
es como un pytorch con esteroides. tiene much ´ısima
personalización, se puede agregar fallbacks, bit ácoras,
etc. hay que darse tiempo para explorar la herramienta.
hydra se puede dibujar como un sistema de anotaciones,
para poder mapear de forma m ás ordenada las configu-
raciones de entrenamiento, con esta herramienta ya no
están hardcodeados, ahora se pueden escribir en .yamls
y luego se cargan. vamos a seguir con el uso de w&b,
pero hay que registrar m ás cosas ahora.",,"{""semana"": 13, ""fecha"": ""2026-05-19"", ""nombre_archivo"": ""13_SEMANA_AI_20260519_1.pdf"", ""autor"": ""Fabricio Mena Mejía"", ""tema_principal"": ""I. COMENTARIOS SOBRE ELPROYECTO1"", ""secciones"": ""I. COMENTARIOS SOBRE ELPROYECTO1, II. EVALUACIONES, III. REPASO, C. Latent Space (Cuello de Botella), D. Decoder"", ""chunk_numero"": 20, ""total_chunks"": 25}"
"están hardcodeados, ahora se pueden escribir en .yamls
y luego se cargan. vamos a seguir con el uso de w&b,
pero hay que registrar m ás cosas ahora.
2) el dataset que vamos a usar tiene un conjunto sano y otro
de fallos, y lo que tratamos es a partir de reconocimiento
de im ágenes es un proceso de detecci ón de anomal ´ıas,
las que tienen defectos tienen funciones de perdida m ás
altas y un vector latente m ás alejado de lo esperado.
vamos a usar solo 4 clases esta vez para reducir el
tiempo de entrenamiento.
para configuraciones el estudiante debe de usar hydra.
se puede aumentar la estructura de los entrenamientos,
se espera que no sea igual a la configuraci ón de ejemplo
si no que se investigue mas.
los módulos deber´ıan de tener la informaci ón especifica",,"{""semana"": 13, ""fecha"": ""2026-05-19"", ""nombre_archivo"": ""13_SEMANA_AI_20260519_1.pdf"", ""autor"": ""Fabricio Mena Mejía"", ""tema_principal"": ""I. COMENTARIOS SOBRE ELPROYECTO1"", ""secciones"": ""I. COMENTARIOS SOBRE ELPROYECTO1, II. EVALUACIONES, III. REPASO, C. Latent Space (Cuello de Botella), D. Decoder"", ""chunk_numero"": 21, ""total_chunks"": 25}"
"se espera que no sea igual a la configuraci ón de ejemplo
si no que se investigue mas.
los módulos deber´ıan de tener la informaci ón especifica
de cada entrenamiento, nada de esto debe de ir en el
código.
vamos a hacer 8 entrenamientos usando l1 y l2, y aun
no hemos visto ssim y ssim+l1.
w&b vamos a usarlo como si fuera la bd de verdad.
en el set de validaci ón vamos a tener im ágenes sanas,
as´ı que lo que vamos a ver es que nuestro modelo genera
imágenes que tienen mayor sentido y van evolucionando
con el tiempo, a partir de los ploteos podemos ir viendo
como va mejorando o empeorando el vector latente,
podemos agregar colores para representar mejor.
3) se espera que para im ágenes buenas se tenga una buena
reconstrucción y que para las im ágenes defectuosas se",,"{""semana"": 13, ""fecha"": ""2026-05-19"", ""nombre_archivo"": ""13_SEMANA_AI_20260519_1.pdf"", ""autor"": ""Fabricio Mena Mejía"", ""tema_principal"": ""I. COMENTARIOS SOBRE ELPROYECTO1"", ""secciones"": ""I. COMENTARIOS SOBRE ELPROYECTO1, II. EVALUACIONES, III. REPASO, C. Latent Space (Cuello de Botella), D. Decoder"", ""chunk_numero"": 22, ""total_chunks"": 25}"
"3) se espera que para im ágenes buenas se tenga una buena
reconstrucción y que para las im ágenes defectuosas se
obtenga un mayor error y una representaci ón latente
diferente.
4) todo el entregable presente en el notebook, no se usa
latex para que sea mas ligera la tarea. histogramas de
reconstrucción de imágenes. debe de ir el paso a paso en
el notebook, todas las im ágenes deben de ser producidas
por w&b, si se usa matplotlib, pone 0 el profe.
nota:hay algunas clases que son defectuosas pero parece
[pagina 5]
que se est án confundiendo con las buenas, hay clases muy
cercanas. lo importante es que nosotros podamos ser el
discriminador al observar este comportamiento y poder op-
timizarlo para que se produzca el mejor modelo.
a. preguntas",,"{""semana"": 13, ""fecha"": ""2026-05-19"", ""nombre_archivo"": ""13_SEMANA_AI_20260519_1.pdf"", ""autor"": ""Fabricio Mena Mejía"", ""tema_principal"": ""I. COMENTARIOS SOBRE ELPROYECTO1"", ""secciones"": ""I. COMENTARIOS SOBRE ELPROYECTO1, II. EVALUACIONES, III. REPASO, C. Latent Space (Cuello de Botella), D. Decoder"", ""chunk_numero"": 23, ""total_chunks"": 25}"
"discriminador al observar este comportamiento y poder op-
timizarlo para que se produzca el mejor modelo.
a. preguntas
no hace falta ponerse a investigar trabajos previos, lo
importante es aprender a usar las herramientas.
nosotros decidimos si cambiamos los grupos.
aviso: hay 2 lecturas en el tecdigital que las
vamos a ocupar para la pr óxima semana find-
ing universal grammatical relations in multilingual bert
y on the dangers of stochastic parrots. en las próximas
clases vamos a hacer una pausa con la reconstrucci ón de
imágenes y vamos a pasar con lo de lenguaje natural que
es lo que se esta usando hoy en d ´ıa
la primera trata sobre c ómo y qu é aprende mbert
(multilingual bert) sobre la estructura gramatical de los
diferentes idiomas sin haber sido ense ñado expl ´ıcitamente",,"{""semana"": 13, ""fecha"": ""2026-05-19"", ""nombre_archivo"": ""13_SEMANA_AI_20260519_1.pdf"", ""autor"": ""Fabricio Mena Mejía"", ""tema_principal"": ""I. COMENTARIOS SOBRE ELPROYECTO1"", ""secciones"": ""I. COMENTARIOS SOBRE ELPROYECTO1, II. EVALUACIONES, III. REPASO, C. Latent Space (Cuello de Botella), D. Decoder"", ""chunk_numero"": 24, ""total_chunks"": 25}"
"(multilingual bert) sobre la estructura gramatical de los
diferentes idiomas sin haber sido ense ñado expl ´ıcitamente
para ello.
la segunda es una cr ´ıtica a los modelos de lenguaje, son
unas loras que repiten y repiten.
próximo martes quiz puede venir informaci ón de los
papers.",,"{""semana"": 13, ""fecha"": ""2026-05-19"", ""nombre_archivo"": ""13_SEMANA_AI_20260519_1.pdf"", ""autor"": ""Fabricio Mena Mejía"", ""tema_principal"": ""I. COMENTARIOS SOBRE ELPROYECTO1"", ""secciones"": ""I. COMENTARIOS SOBRE ELPROYECTO1, II. EVALUACIONES, III. REPASO, C. Latent Space (Cuello de Botella), D. Decoder"", ""chunk_numero"": 25, ""total_chunks"": 25}"
"[pagina 1]
apuntes semana 13
apuntes del 21 de mayo de 2026
steven sequeira araya - 2022080836
inteligencia artificial
stsequeira@estudiantec.cr
resumen—este documento resume los contenidos clave de la
sesión de clase enfocados en el funcionamiento de los modelos
de lenguaje grandes (llms). se repasan de forma sencilla
los procesos de tokenizaci ón, el mapeo conceptual en espacios
vectoriales y las m étricas matem áticas para calcular la similitud
semántica. finalmente, se detalla el flujo de la arquitectura rag
(generación aumentada por recuperaci ón) como soluci ón de
ingenier´ıa ante las alucinaciones y el conocimiento est ático de los
modelos actuales.
index terms—modelos de lenguaje grandes (llm), toke-
nización, espacio vectorial, similitud del coseno, generaci ón",,"{""semana"": 13, ""fecha"": ""2026-05-21"", ""nombre_archivo"": ""13_SEMANA_AI_20260521_1.pdf"", ""autor"": ""Steven Sequeira Araya"", ""tema_principal"": ""I. DUDAS"", ""secciones"": ""I. DUDAS, II. NOTICIAS DE LA SEMANA, III. FUNDAMENTOS DE LOS MODELOS DE, IV. EL PROCESO DE TOKENIZACI ´ON, V. EMBEDDINGS Y CAPACIDADES DE LOS LLMS"", ""chunk_numero"": 1, ""total_chunks"": 25}"
"modelos actuales.
index terms—modelos de lenguaje grandes (llm), toke-
nización, espacio vectorial, similitud del coseno, generaci ón
aumentada por recuperaci ón (rag).
i. dudas
i-a. consultas sobre la tarea #3
durante el espacio de aclaraci ón de dudas para la tarea #3,
se resolvieron dos aspectos fundamentales de implementaci ón:
arquitectura del autoencoder:se valid ó como correcta
la adaptaci ón en la cual los estudiantes mantuvieron
el espacio latente original, a pesar de que el modelo
de referencia utilizaba una arquitectura basada en un
perceptrón tradicional.
limitaciones de hydra en jupyter notebooks:se re-
portó que los decoradores de la librer ´ıahydrapresentan
fallas de compatibilidad dentro de entornos interactivos
de jupyter. como soluci ón óptima y preparaci ón hacia el",,"{""semana"": 13, ""fecha"": ""2026-05-21"", ""nombre_archivo"": ""13_SEMANA_AI_20260521_1.pdf"", ""autor"": ""Steven Sequeira Araya"", ""tema_principal"": ""I. DUDAS"", ""secciones"": ""I. DUDAS, II. NOTICIAS DE LA SEMANA, III. FUNDAMENTOS DE LOS MODELOS DE, IV. EL PROCESO DE TOKENIZACI ´ON, V. EMBEDDINGS Y CAPACIDADES DE LOS LLMS"", ""chunk_numero"": 2, ""total_chunks"": 25}"
"fallas de compatibilidad dentro de entornos interactivos
de jupyter. como soluci ón óptima y preparaci ón hacia el
proyecto #2, el profe recomend ó modularizar todos los
componentes yscriptsde pytorch directamente en ar-
chivos con extensión.py(donde los decoradores operan
correctamente) para posteriormente invocar y registrar la
ejecución desde elnotebook.
ii. noticias de la semana
ii-1. google i/o 2026:el evento central estuvo marcado
por un cambio de paradigma expuesto por sundar pichai: la
transición global desde los asistentes convencionales hacia una
era de agentes de iacapaces de ejecutar trabajo aut ónomo
por el usuario. los anuncios principales incluyeron:
gemini 3.5 y 3.5 flash:nuevas iteraciones enfocadas
cr´ıticamente en la optimizaci ón de tiempos de respuesta",,"{""semana"": 13, ""fecha"": ""2026-05-21"", ""nombre_archivo"": ""13_SEMANA_AI_20260521_1.pdf"", ""autor"": ""Steven Sequeira Araya"", ""tema_principal"": ""I. DUDAS"", ""secciones"": ""I. DUDAS, II. NOTICIAS DE LA SEMANA, III. FUNDAMENTOS DE LOS MODELOS DE, IV. EL PROCESO DE TOKENIZACI ´ON, V. EMBEDDINGS Y CAPACIDADES DE LOS LLMS"", ""chunk_numero"": 3, ""total_chunks"": 25}"
"gemini 3.5 y 3.5 flash:nuevas iteraciones enfocadas
cr´ıticamente en la optimizaci ón de tiempos de respuesta
y velocidad de ejecuci ón de tareas complejas.
gemini omni y ai search:introducci ón de capaci-
dades multimodales nativas para la creaci ón y edici ón
simultánea de texto, imagen y video, junto con una evo-
lución conversacional profunda en el motor de b úsqueda.
gemini spark y ecosistema:lanzamiento de un asis-
tente orientado a la organizaci ón y automatizaci ón de
acciones, logrando una integraci ón vertical más profunda
en android, chrome, youtube y google workspace.
hardware y realidad extendida:impulso estrat égico
junto a socios comerciales para el desarrollo de android
xr y gafas inteligentes de pr óxima generaci ón.
ii-2. incidentes de ciberseguridad y plataformas:",,"{""semana"": 13, ""fecha"": ""2026-05-21"", ""nombre_archivo"": ""13_SEMANA_AI_20260521_1.pdf"", ""autor"": ""Steven Sequeira Araya"", ""tema_principal"": ""I. DUDAS"", ""secciones"": ""I. DUDAS, II. NOTICIAS DE LA SEMANA, III. FUNDAMENTOS DE LOS MODELOS DE, IV. EL PROCESO DE TOKENIZACI ´ON, V. EMBEDDINGS Y CAPACIDADES DE LOS LLMS"", ""chunk_numero"": 4, ""total_chunks"": 25}"
"xr y gafas inteligentes de pr óxima generaci ón.
ii-2. incidentes de ciberseguridad y plataformas:
claude (anthropic):se discuti ó el reporte cr ´ıtico de
un incidente en el cual la plataforma elimin ó de forma
masiva y sin el consentimiento expl ´ıcito la totalidad de
los datos estructurados de una organizaci ón.
vulnerabilidad en github:se detect ó una campa ña
il´ıcita a gran escala en la que atacantes lograron compro-
meter miles de repositorios privados. el vector de ataque
consistió en la explotaci ón de una extensi ón maliciosa
que escaneó y extrajo información sensible de los códigos
fuente.
iii. fundamentos de los modelos de
lenguaje (llm)
los modelos de lenguaje grandes (llm) son la base de la
inteligencia artificial moderna. se usan tanto porque son muy",,"{""semana"": 13, ""fecha"": ""2026-05-21"", ""nombre_archivo"": ""13_SEMANA_AI_20260521_1.pdf"", ""autor"": ""Steven Sequeira Araya"", ""tema_principal"": ""I. DUDAS"", ""secciones"": ""I. DUDAS, II. NOTICIAS DE LA SEMANA, III. FUNDAMENTOS DE LOS MODELOS DE, IV. EL PROCESO DE TOKENIZACI ´ON, V. EMBEDDINGS Y CAPACIDADES DE LOS LLMS"", ""chunk_numero"": 5, ""total_chunks"": 25}"
"lenguaje (llm)
los modelos de lenguaje grandes (llm) son la base de la
inteligencia artificial moderna. se usan tanto porque son muy
versátiles: no solo entienden y generan texto, sino que tambi én
pueden trabajar con c ódigo de programaci ón, im ágenes y
audio. su gran ventaja es que organizan la informaci ón de
una forma muy parecida a como lo hacemos los humanos, lo
que permite automatizar tareas dif ´ıciles y resolver problemas
en muchas industrias.
iii-a. ¿c ómo funciona un modelo de ia por dentro?
para entender c ómo procesan la informaci ón estos modelos,
hay que ver c ómo es una red neuronal desde adentro. el
camino que siguen los datos y c ómo se transforman se puede
resumir en los cuatro elementos b ásicos que se muestran en
el cuadro i.",,"{""semana"": 13, ""fecha"": ""2026-05-21"", ""nombre_archivo"": ""13_SEMANA_AI_20260521_1.pdf"", ""autor"": ""Steven Sequeira Araya"", ""tema_principal"": ""I. DUDAS"", ""secciones"": ""I. DUDAS, II. NOTICIAS DE LA SEMANA, III. FUNDAMENTOS DE LOS MODELOS DE, IV. EL PROCESO DE TOKENIZACI ´ON, V. EMBEDDINGS Y CAPACIDADES DE LOS LLMS"", ""chunk_numero"": 6, ""total_chunks"": 25}"
"camino que siguen los datos y c ómo se transforman se puede
resumir en los cuatro elementos b ásicos que se muestran en
el cuadro i.
como se ve en la fig. 1, estos componentes se conectan
uno tras otro en diferentes capas, logrando que la informaci ón
viaje hacia adelante hasta dar la respuesta final.
iv. el proceso de tokenizaci ´on
para que un modelo de ia pueda procesar texto, primero
debe traducir cada palabra, signo o s ´ımbolo a n úmeros que
la computadora s ´ı pueda entender. este paso se conoce como
tokenización.
[pagina 2]
tabla i
componentesb ´asicos de unaredneuronal
componente explicaci ón simple
inputs(entradas) los datos iniciales que recibe el modelo (ej. veloci-
dad, tipo de terreno, experiencia).
weights(pesos) n úmeros que definen qué tan importante es cada dato",,"{""semana"": 13, ""fecha"": ""2026-05-21"", ""nombre_archivo"": ""13_SEMANA_AI_20260521_1.pdf"", ""autor"": ""Steven Sequeira Araya"", ""tema_principal"": ""I. DUDAS"", ""secciones"": ""I. DUDAS, II. NOTICIAS DE LA SEMANA, III. FUNDAMENTOS DE LOS MODELOS DE, IV. EL PROCESO DE TOKENIZACI ´ON, V. EMBEDDINGS Y CAPACIDADES DE LOS LLMS"", ""chunk_numero"": 7, ""total_chunks"": 25}"
"dad, tipo de terreno, experiencia).
weights(pesos) n úmeros que definen qué tan importante es cada dato
de entrada para el resultado final.
hidden nodeslas neuronas ocultas que suman las entradas, aplican
un filtro matem ático y descubren patrones.
output(salida) el resultado final o la predicci ón que hace la red (ej.
si va a chocar o no).
figura 1. esquema de una red neuronal y c ómo se conectan sus partes.
iv-a. ¿qu é es la tokenizaci ón?
la tokenizaci ón es una t écnica que divide el texto original
en unidades m´ınimas llamadastokens(que pueden ser palabras
completas, pedazos de palabras o letras individuales). a cada
uno de estos tokens se le asigna un n úmero de identificaci ón
único dentro del vocabulario del modelo.
por ejemplo, una frase como”los llm aprenden patrones”",,"{""semana"": 13, ""fecha"": ""2026-05-21"", ""nombre_archivo"": ""13_SEMANA_AI_20260521_1.pdf"", ""autor"": ""Steven Sequeira Araya"", ""tema_principal"": ""I. DUDAS"", ""secciones"": ""I. DUDAS, II. NOTICIAS DE LA SEMANA, III. FUNDAMENTOS DE LOS MODELOS DE, IV. EL PROCESO DE TOKENIZACI ´ON, V. EMBEDDINGS Y CAPACIDADES DE LOS LLMS"", ""chunk_numero"": 8, ""total_chunks"": 25}"
"único dentro del vocabulario del modelo.
por ejemplo, una frase como”los llm aprenden patrones”
se convierte en una lista de n úmeros como[105, 2124,
893, 5749]. en este proceso, el modelo suele pasar todo a
minúsculas para estandarizar las palabras y facilitar el mapeo
matemático (ver el cuadro ii).
tabla ii
ejemplosimplificado detokenizaci ´on
token (palabra) id num érico
los 105
llm 2124
aprenden 893
patrones 5749
iv-b. tipos de tokenizaci ón
dependiendo de c ómo el modelo corte el texto, existen
diferentes estrategias. las m ás comunes y sus ventajas se
resumen en el cuadro iii.
iv-c. el reto del significado: el espacio vectorial
convertir las palabras en n úmeros de identificaci ón (ids)
tiene un gran problema: esos n úmeros son asignados al azar",,"{""semana"": 13, ""fecha"": ""2026-05-21"", ""nombre_archivo"": ""13_SEMANA_AI_20260521_1.pdf"", ""autor"": ""Steven Sequeira Araya"", ""tema_principal"": ""I. DUDAS"", ""secciones"": ""I. DUDAS, II. NOTICIAS DE LA SEMANA, III. FUNDAMENTOS DE LOS MODELOS DE, IV. EL PROCESO DE TOKENIZACI ´ON, V. EMBEDDINGS Y CAPACIDADES DE LOS LLMS"", ""chunk_numero"": 9, ""total_chunks"": 25}"
"convertir las palabras en n úmeros de identificaci ón (ids)
tiene un gran problema: esos n úmeros son asignados al azar
y no significan nada por s ´ı solos. el modelo no puede saber
tabla iii
tiposcomunes detokenizaci ´on y susventajas
enfoque ventaja
palabramuy simple de aplicar, pero genera listas de
vocabulario gigantescas.
caráctercorta letra por letra. evita el problema de en-
contrarse con palabras desconocidas.
subpalabracorta las palabras en ra ´ıces (ej. aprend + iendo).
es el est ándar actual porque ahorra espacio y
entiende el contexto.
byte-leveltrabaja con c ódigo utf-8. soporta cualquier
tipo de s ´ımbolo, idioma o emoji.
espacio en blancosepara los textos bas ándose solo en los espacios.
es la opci ón m ás r ápida para tareas b ásicas.",,"{""semana"": 13, ""fecha"": ""2026-05-21"", ""nombre_archivo"": ""13_SEMANA_AI_20260521_1.pdf"", ""autor"": ""Steven Sequeira Araya"", ""tema_principal"": ""I. DUDAS"", ""secciones"": ""I. DUDAS, II. NOTICIAS DE LA SEMANA, III. FUNDAMENTOS DE LOS MODELOS DE, IV. EL PROCESO DE TOKENIZACI ´ON, V. EMBEDDINGS Y CAPACIDADES DE LOS LLMS"", ""chunk_numero"": 10, ""total_chunks"": 25}"
"espacio en blancosepara los textos bas ándose solo en los espacios.
es la opci ón m ás r ápida para tareas b ásicas.
que “perro” y “cachorro” est án relacionados solo viendo sus
ids num éricos.
para resolver esto y hacer que la ia entienda el significado
real y el contexto de las palabras, los modelos avanzados
organizan los tokens conect ándolos de dos formas:
relaciones sem ánticas (concepto):relacionan pala-
bras que comparten una l ógica en el mundo real, como
pa´ıses con sus capitales (grecia - atenas) o roles de
género (hermano - hermana).
relaciones sint ácticas (gram ática):relacionan pala-
bras por c ómo se escriben o su regla gramatical, como
pasar un verbo al pasado (caminar - camin é) o convertir
una palabra a plural.
iv-d. mapeo en un plano de dos dimensiones (2d)",,"{""semana"": 13, ""fecha"": ""2026-05-21"", ""nombre_archivo"": ""13_SEMANA_AI_20260521_1.pdf"", ""autor"": ""Steven Sequeira Araya"", ""tema_principal"": ""I. DUDAS"", ""secciones"": ""I. DUDAS, II. NOTICIAS DE LA SEMANA, III. FUNDAMENTOS DE LOS MODELOS DE, IV. EL PROCESO DE TOKENIZACI ´ON, V. EMBEDDINGS Y CAPACIDADES DE LOS LLMS"", ""chunk_numero"": 11, ""total_chunks"": 25}"
"pasar un verbo al pasado (caminar - camin é) o convertir
una palabra a plural.
iv-d. mapeo en un plano de dos dimensiones (2d)
para que la ia pueda calcular estas relaciones, coloca
cada token dentro de un mapa matem ático llamadoespacio
vectorial. en este mapa, cada palabra recibe coordenadas
basadas en sus caracter ´ısticas (dimensiones).
en un ejemplo simple de dos dimensiones (como se ve en
la fig. 2), podemos definir dos ejes conceptuales:
1.eje de g énero (vertical):donde el valor1es femenino
y−1es masculino.
2.eje de realeza (horizontal):donde1significa que
pertenece a la monarqu ´ıa y0es un ciudadano com ún.
gracias a estas coordenadas, las palabras con significados
parecidos quedan agrupadas de forma autom ática en el mapa:",,"{""semana"": 13, ""fecha"": ""2026-05-21"", ""nombre_archivo"": ""13_SEMANA_AI_20260521_1.pdf"", ""autor"": ""Steven Sequeira Araya"", ""tema_principal"": ""I. DUDAS"", ""secciones"": ""I. DUDAS, II. NOTICIAS DE LA SEMANA, III. FUNDAMENTOS DE LOS MODELOS DE, IV. EL PROCESO DE TOKENIZACI ´ON, V. EMBEDDINGS Y CAPACIDADES DE LOS LLMS"", ""chunk_numero"": 12, ""total_chunks"": 25}"
"gracias a estas coordenadas, las palabras con significados
parecidos quedan agrupadas de forma autom ática en el mapa:
“mujer” recibe las coordenadas(0,1)y “reina” las coordena-
das(1,1), compartiendo cercan ´ıa en el eje de g énero. al estar
en un plano matem ático, la ia puede usar f órmulas simples
para restar y sumar conceptos, como por ejemplo:
rey−hombre+mujer=reina (1)
iv-e. espacio tridimensional (3d) y alta dimensionalidad
si llevamos el mapa matem ático un paso m ás all á, los
modelos de ia expanden este plano hacia unespacio en 3d
(y en la pr áctica, a cientos de dimensiones) para entender
relaciones mucho m ás detalladas:
más caracter ´ısticas conceptuales:al a ñadir un tercer
eje como laedad, junto a los deg éneroyrealeza, el
[pagina 3]",,"{""semana"": 13, ""fecha"": ""2026-05-21"", ""nombre_archivo"": ""13_SEMANA_AI_20260521_1.pdf"", ""autor"": ""Steven Sequeira Araya"", ""tema_principal"": ""I. DUDAS"", ""secciones"": ""I. DUDAS, II. NOTICIAS DE LA SEMANA, III. FUNDAMENTOS DE LOS MODELOS DE, IV. EL PROCESO DE TOKENIZACI ´ON, V. EMBEDDINGS Y CAPACIDADES DE LOS LLMS"", ""chunk_numero"": 13, ""total_chunks"": 25}"
"más caracter ´ısticas conceptuales:al a ñadir un tercer
eje como laedad, junto a los deg éneroyrealeza, el
[pagina 3]
figura 2. distribuci ón de palabras en un plano matem ático de dos dimensio-
nes seg ún sus caracter ´ısticas.
modelo puede notar diferencias generacionales dentro de
una misma idea.
grupos ordenados en 3d:esto permite separar palabras
con gran precisi ón. por ejemplo, “reina” y “princesa”
comparten las mismas caracter´ısticas en género y realeza,
pero se separan en el eje vertical por su edad. lo mismo
pasa con “hombre/ni ño” o “rey/pr ´ıncipe”.
modelos reales:en los llms reales, este espacio no
tiene solo 2 o 3 dimensiones, sino cientos o miles (alta
dimensionalidad) para mapear todo el lenguaje humano.",,"{""semana"": 13, ""fecha"": ""2026-05-21"", ""nombre_archivo"": ""13_SEMANA_AI_20260521_1.pdf"", ""autor"": ""Steven Sequeira Araya"", ""tema_principal"": ""I. DUDAS"", ""secciones"": ""I. DUDAS, II. NOTICIAS DE LA SEMANA, III. FUNDAMENTOS DE LOS MODELOS DE, IV. EL PROCESO DE TOKENIZACI ´ON, V. EMBEDDINGS Y CAPACIDADES DE LOS LLMS"", ""chunk_numero"": 14, ""total_chunks"": 25}"
